date,open,high,low,close,volume
2024-12-12,462.1600036621094,463.57000732421875,458.0799865722656,458.6300048828125,2571300
2024-12-13,460.510009765625,460.510009765625,457.010009765625,457.8999938964844,3474300
2024-12-16,459.1700134277344,460.4200134277344,454.5799865722656,455.20001220703125,4514000
2024-12-17,454.70001220703125,456.6199951171875,452.05999755859375,455.6600036621094,5057500
2024-12-18,457.05999755859375,458.7300109863281,446.0899963378906,446.5899963378906,4361900
2024-12-19,451.7300109863281,453.79998779296875,448.8900146484375,449.3399963378906,4645200
2024-12-20,449.1099853515625,458.6499938964844,447.19000244140625,453.20001220703125,12943900
2024-12-23,453.19000244140625,454.54998779296875,449.82000732421875,454.3500061035156,3836000
2024-12-24,455.4100036621094,458.989990234375,454.07000732421875,458.6600036621094,1761200
2024-12-26,457.2699890136719,459.4800109863281,455.79998779296875,459.0799865722656,2159600
2024-12-27,457.29998779296875,461.1300048828125,454.4800109863281,456.510009765625,3237700
2024-12-30,454.25,454.69000244140625,449.17999267578125,452.1600036621094,2831400
2024-12-31,452.2099914550781,454.3299865722656,451.1099853515625,453.2799987792969,3380700
2025-01-02,455.9599914550781,456.8900146484375,450.0299987792969,451.1000061035156,3746400
2025-01-03,452.5299987792969,454.5299987792969,450.1199951171875,453.55999755859375,2884600
2025-01-06,453.8500061035156,456.239990234375,450.57000732421875,451.4100036621094,4072900
2025-01-07,452.79998779296875,456.5199890136719,451.1000061035156,452.9200134277344,3507200
2025-01-08,453.6300048828125,454,449.6300048828125,451.8399963378906,3933300
2025-01-10,452.6600036621094,453,440.1000061035156,442.6600036621094,5471900
2025-01-13,442.0400085449219,445,441.1499938964844,443.9100036621094,3639200
2025-01-14,445.5,450.29998779296875,443.9200134277344,450.0299987792969,4055600
2025-01-15,455.54998779296875,459.0899963378906,453.2699890136719,458.510009765625,4719400
2025-01-16,458.92999267578125,462.9599914550781,458.29998779296875,462.80999755859375,3475700
2025-01-17,464.7099914550781,470.17999267578125,462.45001220703125,467.95001220703125,6467000
2025-01-21,471,473.1700134277344,467.7200012207031,468.57000732421875,4910200
2025-01-22,468.5899963378906,468.8900146484375,455.2799987792969,460.510009765625,5838500
2025-01-23,461.67999267578125,464.760009765625,458,459.8299865722656,4424500
2025-01-24,459.20001220703125,463.80999755859375,457.0799865722656,463.19000244140625,3070300
2025-01-27,464.29998779296875,474.92999267578125,464.29998779296875,474.70001220703125,4535600
2025-01-28,473.92999267578125,473.92999267578125,469.29998779296875,469.9700012207031,3261300
2025-01-29,469.8800048828125,473.9200134277344,468,469.260009765625,2524200
2025-01-30,472.20001220703125,474.05999755859375,469.1499938964844,472.3500061035156,2552200
2025-01-31,471.8399963378906,472.54998779296875,467.010009765625,468.6700134277344,5439800
2025-02-03,461.29998779296875,466.739990234375,454.6000061035156,464.6099853515625,4232000
2025-02-04,464.94000244140625,467.9100036621094,462.70001220703125,467.489990234375,3238400
2025-02-05,469.80999755859375,474.239990234375,468.8900146484375,473.7300109863281,3782800
2025-02-06,475.4599914550781,478,473.2799987792969,477.2200012207031,3832700
2025-02-07,477.4100036621094,478.25,472.3399963378906,472.739990234375,3205100
2025-02-10,473.9599914550781,474.20001220703125,469.3699951171875,470.1700134277344,2907300
2025-02-11,470.04998779296875,473.04998779296875,466.7200012207031,472.6099853515625,2322600
2025-02-12,470.44000244140625,472.1499938964844,468.0899963378906,471.7300109863281,3297600
2025-02-13,471.54998779296875,481.19000244140625,471.20001220703125,480.489990234375,3274700
2025-02-14,481.4700012207031,484.54998779296875,479.45001220703125,479.5899963378906,2825800
2025-02-18,480.3999938964844,484.05999755859375,477.6300048828125,482.82000732421875,3351000
2025-02-19,482.82000732421875,484.7200012207031,480.67999267578125,483.7699890136719,2436500
2025-02-20,484.1300048828125,484.20001220703125,478.1400146484375,481.79998779296875,2651000
2025-02-21,480.95001220703125,483.6400146484375,477.739990234375,478.739990234375,4085100
2025-02-24,483.5,503.9599914550781,483.239990234375,498.4200134277344,9862400
2025-02-25,503.1499938964844,507,491.8999938964844,499.82000732421875,6757500
2025-02-26,499.1199951171875,499.8999938964844,493.04998779296875,494.1000061035156,3543500
2025-02-27,496.45001220703125,504.95001220703125,495.6099853515625,502.4100036621094,4507700
2025-02-28,507.4599914550781,515.3699951171875,504.3299865722656,513.8300170898438,6850300
2025-03-03,516.219970703125,518.77001953125,506.4800109863281,510.0799865722656,5112300
2025-03-04,507.2699890136719,508.7300109863281,493.6099853515625,495.8599853515625,6126600
2025-03-05,496,500.92999267578125,492.32000732421875,498.5,4715800
2025-03-06,496.8399963378906,499.1000061035156,491.6300048828125,497.8399963378906,3989700
2025-03-07,496.2900085449219,498.2699890136719,490.1099853515625,495.6199951171875,3842200
